Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
445;10.03.20 klo 02.00.00 ap.;8.245;;;;;
446;10.03.20 klo 03.00.00 ap.;8.245;;;;;
447;10.03.20 klo 04.00.00 ap.;8.245;;;;;
448;10.03.20 klo 05.00.00 ap.;8.245;;;;;
449;10.03.20 klo 06.00.00 ap.;8.245;;;;;
450;10.03.20 klo 07.00.00 ap.;8.245;;;;;
451;10.03.20 klo 08.00.00 ap.;8.270;;;;;
452;10.03.20 klo 09.00.00 ap.;8.295;;;;;
453;10.03.20 klo 10.00.00 ap.;8.295;;;;;
454;10.03.20 klo 11.00.00 ap.;8.369;;;;;
455;10.03.20 klo 12.00.00 ip.;8.394;;;;;
456;10.03.20 klo 01.00.00 ip.;8.444;;;;;
457;10.03.20 klo 02.00.00 ip.;8.444;;;;;
458;10.03.20 klo 03.00.00 ip.;8.469;;;;;
459;10.03.20 klo 04.00.00 ip.;8.469;;;;;
460;10.03.20 klo 05.00.00 ip.;8.444;;;;;
461;10.03.20 klo 06.00.00 ip.;8.444;;;;;
462;10.03.20 klo 07.00.00 ip.;8.419;;;;;
463;10.03.20 klo 08.00.00 ip.;8.419;;;;;
464;10.03.20 klo 09.00.00 ip.;8.394;;;;;
465;10.03.20 klo 10.00.00 ip.;8.394;;;;;
466;10.03.20 klo 11.00.00 ip.;8.369;;;;;
467;10.04.20 klo 12.00.00 ap.;8.344;;;;;
468;10.04.20 klo 01.00.00 ap.;8.344;;;;;
469;10.04.20 klo 02.00.00 ap.;8.319;;;;;
470;10.04.20 klo 03.00.00 ap.;8.319;;;;;
471;10.04.20 klo 04.00.00 ap.;8.295;;;;;
472;10.04.20 klo 05.00.00 ap.;8.295;;;;;
473;10.04.20 klo 06.00.00 ap.;8.270;;;;;
474;10.04.20 klo 07.00.00 ap.;8.270;;;;;
475;10.04.20 klo 08.00.00 ap.;8.245;;;;;
476;10.04.20 klo 09.00.00 ap.;8.245;;;;;
477;10.04.20 klo 10.00.00 ap.;8.270;;;;;
478;10.04.20 klo 11.00.00 ap.;8.295;;;;;
479;10.04.20 klo 12.00.00 ip.;8.295;;;;;
480;10.04.20 klo 01.00.00 ip.;8.319;;;;;
481;10.04.20 klo 02.00.00 ip.;8.295;;;;;
482;10.04.20 klo 03.00.00 ip.;8.344;;;;;
483;10.04.20 klo 04.00.00 ip.;8.369;;;;;
484;10.04.20 klo 05.00.00 ip.;8.369;;;;;
485;10.04.20 klo 06.00.00 ip.;8.319;;;;;
486;10.04.20 klo 07.00.00 ip.;8.319;;;;;
487;10.04.20 klo 08.00.00 ip.;8.270;;;;;
488;10.04.20 klo 09.00.00 ip.;8.270;;;;;
489;10.04.20 klo 10.00.00 ip.;8.245;;;;;
490;10.04.20 klo 11.00.00 ip.;8.245;;;;;
491;10.05.20 klo 12.00.00 ap.;8.220;;;;;
492;10.05.20 klo 01.00.00 ap.;8.195;;;;;
493;10.05.20 klo 02.00.00 ap.;8.170;;;;;
494;10.05.20 klo 03.00.00 ap.;8.145;;;;;
495;10.05.20 klo 04.00.00 ap.;8.145;;;;;
496;10.05.20 klo 05.00.00 ap.;8.120;;;;;
497;10.05.20 klo 06.00.00 ap.;8.095;;;;;
498;10.05.20 klo 07.00.00 ap.;8.045;;;;;
499;10.05.20 klo 08.00.00 ap.;8.020;;;;;
500;10.05.20 klo 09.00.00 ap.;7.995;;;;;
501;10.05.20 klo 10.00.00 ap.;7.995;;;;;
502;10.05.20 klo 11.00.00 ap.;8.020;;;;;
503;10.05.20 klo 12.00.00 ip.;8.045;;;;;
504;10.05.20 klo 01.00.00 ip.;8.045;;;;;
505;10.05.20 klo 02.00.00 ip.;8.070;;;;;
506;10.05.20 klo 03.00.00 ip.;8.070;;;;;
507;10.05.20 klo 04.00.00 ip.;8.070;;;;;
508;10.05.20 klo 05.00.00 ip.;8.045;;;;;
509;10.05.20 klo 06.00.00 ip.;8.045;;;;;
510;10.05.20 klo 07.00.00 ip.;8.020;;;;;
511;10.05.20 klo 08.00.00 ip.;7.995;;;;;
512;10.05.20 klo 09.00.00 ip.;7.970;;;;;
513;10.05.20 klo 10.00.00 ip.;7.970;;;;;
514;10.05.20 klo 11.00.00 ip.;7.945;;;;;
515;10.06.20 klo 12.00.00 ap.;7.920;;;;;
516;10.06.20 klo 01.00.00 ap.;7.895;;;;;
517;10.06.20 klo 02.00.00 ap.;7.870;;;;;
518;10.06.20 klo 03.00.00 ap.;7.845;;;;;
519;10.06.20 klo 04.00.00 ap.;7.820;;;;;
520;10.06.20 klo 05.00.00 ap.;7.820;;;;;
521;10.06.20 klo 06.00.00 ap.;7.795;;;;;
522;10.06.20 klo 07.00.00 ap.;7.770;;;;;
523;10.06.20 klo 08.00.00 ap.;7.770;;;;;
524;10.06.20 klo 09.00.00 ap.;7.770;;;;;
525;10.06.20 klo 10.00.00 ap.;7.795;;;;;
526;10.06.20 klo 11.00.00 ap.;7.795;;;;;
527;10.06.20 klo 12.00.00 ip.;7.845;;;;;
528;10.06.20 klo 01.00.00 ip.;7.845;;;;;
529;10.06.20 klo 02.00.00 ip.;7.845;;;;;
530;10.06.20 klo 03.00.00 ip.;7.845;;;;;
531;10.06.20 klo 04.00.00 ip.;7.845;;;;;
532;10.06.20 klo 05.00.00 ip.;7.845;;;;;
533;10.06.20 klo 06.00.00 ip.;7.845;;;;;
534;10.06.20 klo 07.00.00 ip.;7.820;;;;;
535;10.06.20 klo 08.00.00 ip.;7.795;;;;;
536;10.06.20 klo 09.00.00 ip.;7.795;;;;;
537;10.06.20 klo 10.00.00 ip.;7.770;;;;;
538;10.06.20 klo 11.00.00 ip.;7.795;;;;;
539;10.07.20 klo 12.00.00 ap.;7.770;;;;;
540;10.07.20 klo 01.00.00 ap.;7.770;;;;;
541;10.07.20 klo 02.00.00 ap.;7.770;;;;;
542;10.07.20 klo 03.00.00 ap.;7.745;;;;;
543;10.07.20 klo 04.00.00 ap.;7.745;;;;;
544;10.07.20 klo 05.00.00 ap.;7.745;;;;;
545;10.07.20 klo 06.00.00 ap.;7.720;;;;;
546;10.07.20 klo 07.00.00 ap.;7.720;;;;;
547;10.07.20 klo 08.00.00 ap.;7.745;;;;;
548;10.07.20 klo 09.00.00 ap.;7.745;;;;;
549;10.07.20 klo 10.00.00 ap.;7.770;;;;;
550;10.07.20 klo 11.00.00 ap.;7.770;;;;;
551;10.07.20 klo 12.00.00 ip.;7.795;;;;;
552;10.07.20 klo 01.00.00 ip.;7.795;;;;;
553;10.07.20 klo 02.00.00 ip.;7.845;;;;;
554;10.07.20 klo 03.00.00 ip.;7.895;;;;;
555;10.07.20 klo 04.00.00 ip.;7.895;;;;;
556;10.07.20 klo 05.00.00 ip.;7.895;;;;;
557;10.07.20 klo 06.00.00 ip.;7.895;;;;;
558;10.07.20 klo 07.00.00 ip.;7.895;;;;;
559;10.07.20 klo 08.00.00 ip.;7.895;;;;;
560;10.07.20 klo 09.00.00 ip.;7.895;;;;;
561;10.07.20 klo 10.00.00 ip.;7.920;;;;;
562;10.07.20 klo 11.00.00 ip.;7.920;;;;;
563;10.08.20 klo 12.00.00 ap.;7.920;;;;;
564;10.08.20 klo 01.00.00 ap.;7.945;;;;;
565;10.08.20 klo 02.00.00 ap.;7.945;;;;;
566;10.08.20 klo 03.00.00 ap.;7.945;;;;;
567;10.08.20 klo 04.00.00 ap.;7.945;;;;;
568;10.08.20 klo 05.00.00 ap.;7.970;;;;;
569;10.08.20 klo 06.00.00 ap.;7.970;;;;;
570;10.08.20 klo 07.00.00 ap.;7.970;;;;;
571;10.08.20 klo 08.00.00 ap.;7.970;;;;;
572;10.08.20 klo 09.00.00 ap.;7.995;;;;;
573;10.08.20 klo 10.00.00 ap.;8.045;;;;;
574;10.08.20 klo 11.00.00 ap.;8.095;;;;;
575;10.08.20 klo 12.00.00 ip.;8.120;;;;;
576;10.08.20 klo 01.00.00 ip.;8.170;;;;;
577;10.08.20 klo 02.00.00 ip.;8.195;;;;;
578;10.08.20 klo 03.00.00 ip.;8.220;;;;;
579;10.08.20 klo 04.00.00 ip.;8.195;;;;;
580;10.08.20 klo 05.00.00 ip.;8.195;;;;;
581;10.08.20 klo 06.00.00 ip.;8.195;;;;;
582;10.08.20 klo 07.00.00 ip.;8.170;;;;;
583;10.08.20 klo 08.00.00 ip.;8.170;;;;;
584;10.08.20 klo 09.00.00 ip.;8.145;;;;;
585;10.08.20 klo 10.00.00 ip.;8.145;;;;;
586;10.08.20 klo 11.00.00 ip.;8.145;;;;;
587;10.09.20 klo 12.00.00 ap.;8.145;;;;;
588;10.09.20 klo 01.00.00 ap.;8.145;;;;;
589;10.09.20 klo 02.00.00 ap.;8.145;;;;;
590;10.09.20 klo 03.00.00 ap.;8.145;;;;;
591;10.09.20 klo 04.00.00 ap.;8.145;;;;;
592;10.09.20 klo 05.00.00 ap.;8.120;;;;;
593;10.09.20 klo 06.00.00 ap.;8.120;;;;;
594;10.09.20 klo 07.00.00 ap.;8.120;;;;;
595;10.09.20 klo 08.00.00 ap.;8.095;;;;;
596;10.09.20 klo 09.00.00 ap.;8.095;;;;;
597;10.09.20 klo 10.00.00 ap.;8.120;;;;;
598;10.09.20 klo 11.00.00 ap.;8.145;;;;;
599;10.09.20 klo 12.00.00 ip.;8.170;;;;;
600;10.09.20 klo 01.00.00 ip.;8.220;;;;;
601;10.09.20 klo 02.00.00 ip.;8.245;;;;;
602;10.09.20 klo 03.00.00 ip.;8.270;;;;;
603;10.09.20 klo 04.00.00 ip.;8.245;;;;;
604;10.09.20 klo 05.00.00 ip.;8.245;;;;;
605;10.09.20 klo 06.00.00 ip.;8.220;;;;;
606;10.09.20 klo 07.00.00 ip.;8.170;;;;;
607;10.09.20 klo 08.00.00 ip.;8.145;;;;;
608;10.09.20 klo 09.00.00 ip.;8.120;;;;;
609;10.09.20 klo 10.00.00 ip.;8.120;;;;;
610;10.09.20 klo 11.00.00 ip.;8.095;;;;;
611;10.10.20 klo 12.00.00 ap.;8.095;;;;;
612;10.10.20 klo 01.00.00 ap.;8.070;;;;;
613;10.10.20 klo 02.00.00 ap.;8.070;;;;;
614;10.10.20 klo 03.00.00 ap.;8.070;;;;;
615;10.10.20 klo 04.00.00 ap.;8.045;;;;;
616;10.10.20 klo 05.00.00 ap.;8.045;;;;;
617;10.10.20 klo 06.00.00 ap.;8.045;;;;;
618;10.10.20 klo 07.00.00 ap.;7.995;;;;;
619;10.10.20 klo 08.00.00 ap.;7.970;;;;;
620;10.10.20 klo 09.00.00 ap.;7.945;;;;;
621;10.10.20 klo 10.00.00 ap.;7.995;;;;;
622;10.10.20 klo 11.00.00 ap.;8.045;;;;;
623;10.10.20 klo 12.00.00 ip.;8.045;;;;;
624;10.10.20 klo 01.00.00 ip.;8.120;;;;;
625;10.10.20 klo 02.00.00 ip.;8.145;;;;;
626;10.10.20 klo 03.00.00 ip.;8.170;;;;;
627;10.10.20 klo 04.00.00 ip.;8.145;;;;;
628;10.10.20 klo 05.00.00 ip.;8.145;;;;;
629;10.10.20 klo 06.00.00 ip.;8.095;;;;;
630;10.10.20 klo 07.00.00 ip.;8.070;;;;;
631;10.10.20 klo 08.00.00 ip.;8.020;;;;;
632;10.10.20 klo 09.00.00 ip.;7.945;;;;;
633;10.10.20 klo 10.00.00 ip.;7.920;;;;;
634;10.10.20 klo 11.00.00 ip.;7.895;;;;;
635;10.11.20 klo 12.00.00 ap.;7.870;;;;;
636;10.11.20 klo 01.00.00 ap.;7.845;;;;;
637;10.11.20 klo 02.00.00 ap.;7.845;;;;;
638;10.11.20 klo 03.00.00 ap.;7.845;;;;;
639;10.11.20 klo 04.00.00 ap.;7.845;;;;;
640;10.11.20 klo 05.00.00 ap.;7.845;;;;;
641;10.11.20 klo 06.00.00 ap.;7.820;;;;;
642;10.11.20 klo 07.00.00 ap.;7.820;;;;;
643;10.11.20 klo 08.00.00 ap.;7.795;;;;;
644;10.11.20 klo 09.00.00 ap.;7.795;;;;;
645;10.11.20 klo 10.00.00 ap.;7.820;;;;;
646;10.11.20 klo 11.00.00 ap.;7.870;;;;;
647;10.11.20 klo 12.00.00 ip.;7.895;;;;;
648;10.11.20 klo 01.00.00 ip.;7.970;;;;;
649;10.11.20 klo 02.00.00 ip.;8.045;;;;;
650;10.11.20 klo 03.00.00 ip.;8.045;;;;;
651;10.11.20 klo 04.00.00 ip.;8.045;;;;;
652;10.11.20 klo 05.00.00 ip.;7.970;;;;;
653;10.11.20 klo 06.00.00 ip.;7.920;;;;;
654;10.11.20 klo 07.00.00 ip.;7.870;;;;;
655;10.11.20 klo 08.00.00 ip.;7.845;;;;;
656;10.11.20 klo 09.00.00 ip.;7.795;;;;;
657;10.11.20 klo 10.00.00 ip.;7.770;;;;;
658;10.11.20 klo 11.00.00 ip.;7.745;;;;;
659;10.12.20 klo 12.00.00 ap.;7.720;;;;;
660;10.12.20 klo 01.00.00 ap.;7.695;;;;;
661;10.12.20 klo 02.00.00 ap.;7.695;;;;;
662;10.12.20 klo 03.00.00 ap.;7.670;;;;;
663;10.12.20 klo 04.00.00 ap.;7.645;;;;;
664;10.12.20 klo 05.00.00 ap.;7.619;;;;;
665;10.12.20 klo 06.00.00 ap.;7.569;;;;;
666;10.12.20 klo 07.00.00 ap.;7.544;;;;;
667;10.12.20 klo 08.00.00 ap.;7.519;;;;;
668;10.12.20 klo 09.00.00 ap.;7.494;;;;;
669;10.12.20 klo 10.00.00 ap.;7.494;;;;;
670;10.12.20 klo 11.00.00 ap.;7.494;;;;;
671;10.12.20 klo 12.00.00 ip.;7.519;;;;;
672;10.12.20 klo 01.00.00 ip.;7.594;;;;;
673;10.12.20 klo 02.00.00 ip.;7.619;;;;;
674;10.12.20 klo 03.00.00 ip.;7.645;;;;;
675;10.12.20 klo 04.00.00 ip.;7.645;;;;;
676;10.12.20 klo 05.00.00 ip.;7.645;;;;;
677;10.12.20 klo 06.00.00 ip.;7.569;;;;;
678;10.12.20 klo 07.00.00 ip.;7.469;;;;;
679;10.12.20 klo 08.00.00 ip.;7.393;;;;;
680;10.12.20 klo 09.00.00 ip.;7.293;;;;;
681;10.12.20 klo 10.00.00 ip.;7.242;;;;;
682;10.12.20 klo 11.00.00 ip.;7.192;;;;;
683;10.13.20 klo 12.00.00 ap.;7.167;;;;;
684;10.13.20 klo 01.00.00 ap.;7.142;;;;;
685;10.13.20 klo 02.00.00 ap.;7.142;;;;;
686;10.13.20 klo 03.00.00 ap.;7.167;;;;;
687;10.13.20 klo 04.00.00 ap.;7.167;;;;;
688;10.13.20 klo 05.00.00 ap.;7.167;;;;;
689;10.13.20 klo 06.00.00 ap.;7.142;;;;;
690;10.13.20 klo 07.00.00 ap.;7.091;;;;;
691;10.13.20 klo 08.00.00 ap.;7.041;;;;;
692;10.13.20 klo 09.00.00 ap.;6.965;;;;;
693;10.13.20 klo 10.00.00 ap.;6.965;;;;;
694;10.13.20 klo 11.00.00 ap.;7.015;;;;;
695;10.13.20 klo 12.00.00 ip.;7.091;;;;;
696;10.13.20 klo 01.00.00 ip.;7.142;;;;;
697;10.13.20 klo 02.00.00 ip.;7.142;;;;;
698;10.13.20 klo 03.00.00 ip.;7.167;;;;;
699;10.13.20 klo 04.00.00 ip.;7.167;;;;;
700;10.13.20 klo 05.00.00 ip.;7.142;;;;;
701;10.13.20 klo 06.00.00 ip.;7.091;;;;;
702;10.13.20 klo 07.00.00 ip.;7.041;;;;;
703;10.13.20 klo 08.00.00 ip.;6.990;;;;;
704;10.13.20 klo 09.00.00 ip.;6.940;;;;;
705;10.13.20 klo 10.00.00 ip.;6.864;;;;;
706;10.13.20 klo 11.00.00 ip.;6.813;;;;;
707;10.14.20 klo 12.00.00 ap.;6.763;;;;;
708;10.14.20 klo 01.00.00 ap.;6.737;;;;;
709;10.14.20 klo 02.00.00 ap.;6.763;;;;;
710;10.14.20 klo 03.00.00 ap.;6.788;;;;;
711;10.14.20 klo 04.00.00 ap.;6.788;;;;;
712;10.14.20 klo 05.00.00 ap.;6.763;;;;;
713;10.14.20 klo 06.00.00 ap.;6.763;;;;;
714;10.14.20 klo 07.00.00 ap.;6.737;;;;;
715;10.14.20 klo 08.00.00 ap.;6.737;;;;;
716;10.14.20 klo 09.00.00 ap.;6.763;;;;;
717;10.14.20 klo 10.00.00 ap.;6.788;;;;;
718;10.14.20 klo 11.00.00 ap.;6.763;;;;;
719;10.14.20 klo 12.00.00 ip.;6.788;;;;;
720;10.14.20 klo 01.00.00 ip.;6.813;;;;;
721;10.14.20 klo 02.00.00 ip.;6.839;;;;;
722;10.14.20 klo 03.00.00 ip.;6.889;;;;;
723;10.14.20 klo 04.00.00 ip.;6.914;;;;;
724;10.14.20 klo 05.00.00 ip.;6.889;;;;;
725;10.14.20 klo 06.00.00 ip.;6.864;;;;;
726;10.14.20 klo 07.00.00 ip.;6.864;;;;;
727;10.14.20 klo 08.00.00 ip.;6.864;;;;;
728;10.14.20 klo 09.00.00 ip.;6.864;;;;;
729;10.14.20 klo 10.00.00 ip.;6.864;;;;;
730;10.14.20 klo 11.00.00 ip.;6.813;;;;;
731;10.15.20 klo 12.00.00 ap.;6.763;;;;;
732;10.15.20 klo 01.00.00 ap.;6.737;;;;;
733;10.15.20 klo 02.00.00 ap.;6.687;;;;;
734;10.15.20 klo 03.00.00 ap.;6.687;;;;;
735;10.15.20 klo 04.00.00 ap.;6.712;;;;;
736;10.15.20 klo 05.00.00 ap.;6.712;;;;;
737;10.15.20 klo 06.00.00 ap.;6.687;;;;;
738;10.15.20 klo 07.00.00 ap.;6.661;;;;;
739;10.15.20 klo 08.00.00 ap.;6.636;;;;;
740;10.15.20 klo 09.00.00 ap.;6.636;;;;;
741;10.15.20 klo 10.00.00 ap.;6.636;;;;;
742;10.15.20 klo 11.00.00 ap.;6.585;;;;;
743;10.15.20 klo 12.00.00 ip.;6.585;;;;;
744;10.15.20 klo 01.00.00 ip.;6.636;;;;;
745;10.15.20 klo 02.00.00 ip.;6.661;;;;;
746;10.15.20 klo 03.00.00 ip.;6.712;;;;;
747;10.15.20 klo 04.00.00 ip.;6.712;;;;;
748;10.15.20 klo 05.00.00 ip.;6.712;;;;;
749;10.15.20 klo 06.00.00 ip.;6.661;;;;;
750;10.15.20 klo 07.00.00 ip.;6.636;;;;;
751;10.15.20 klo 08.00.00 ip.;6.611;;;;;
752;10.15.20 klo 09.00.00 ip.;6.585;;;;;
753;10.15.20 klo 10.00.00 ip.;6.560;;;;;
754;10.15.20 klo 11.00.00 ip.;6.560;;;;;
755;10.16.20 klo 12.00.00 ap.;6.535;;;;;
756;10.16.20 klo 01.00.00 ap.;6.484;;;;;
757;10.16.20 klo 02.00.00 ap.;6.458;;;;;
758;10.16.20 klo 03.00.00 ap.;6.433;;;;;
759;10.16.20 klo 04.00.00 ap.;6.357;;;;;
760;10.16.20 klo 05.00.00 ap.;6.331;;;;;
761;10.16.20 klo 06.00.00 ap.;6.357;;;;;
762;10.16.20 klo 07.00.00 ap.;6.382;;;;;
763;10.16.20 klo 08.00.00 ap.;6.382;;;;;
764;10.16.20 klo 09.00.00 ap.;6.382;;;;;
765;10.16.20 klo 10.00.00 ap.;6.331;;;;;
766;10.16.20 klo 11.00.00 ap.;6.331;;;;;
767;10.16.20 klo 12.00.00 ip.;6.408;;;;;
768;10.16.20 klo 01.00.00 ip.;6.458;;;;;
769;10.16.20 klo 02.00.00 ip.;6.509;;;;;
770;10.16.20 klo 03.00.00 ip.;6.535;;;;;
771;10.16.20 klo 04.00.00 ip.;6.560;;;;;
772;10.16.20 klo 05.00.00 ip.;6.560;;;;;
773;10.16.20 klo 06.00.00 ip.;6.535;;;;;
774;10.16.20 klo 07.00.00 ip.;6.484;;;;;
775;10.16.20 klo 08.00.00 ip.;6.458;;;;;
776;10.16.20 klo 09.00.00 ip.;6.433;;;;;
777;10.16.20 klo 10.00.00 ip.;6.408;;;;;
778;10.16.20 klo 11.00.00 ip.;6.382;;;;;
779;10.17.20 klo 12.00.00 ap.;6.357;;;;;
780;10.17.20 klo 01.00.00 ap.;6.331;;;;;
781;10.17.20 klo 02.00.00 ap.;6.306;;;;;
782;10.17.20 klo 03.00.00 ap.;6.281;;;;;
783;10.17.20 klo 04.00.00 ap.;6.255;;;;;
784;10.17.20 klo 05.00.00 ap.;6.204;;;;;
785;10.17.20 klo 06.00.00 ap.;6.153;;;;;
786;10.17.20 klo 07.00.00 ap.;6.102;;;;;
787;10.17.20 klo 08.00.00 ap.;6.051;;;;;
788;10.17.20 klo 09.00.00 ap.;6.026;;;;;
789;10.17.20 klo 10.00.00 ap.;6.026;;;;;
790;10.17.20 klo 11.00.00 ap.;6.000;;;;;
791;10.17.20 klo 12.00.00 ip.;6.026;;;;;
792;10.17.20 klo 01.00.00 ip.;6.026;;;;;
793;10.17.20 klo 02.00.00 ip.;6.026;;;;;
794;10.17.20 klo 03.00.00 ip.;5.975;;;;;
795;10.17.20 klo 04.00.00 ip.;5.924;;;;;
796;10.17.20 klo 05.00.00 ip.;5.847;;;;;
797;10.17.20 klo 06.00.00 ip.;5.796;;;;;
798;10.17.20 klo 07.00.00 ip.;5.719;;;;;
799;10.17.20 klo 08.00.00 ip.;5.668;;;;;
800;10.17.20 klo 09.00.00 ip.;5.616;;;;;
801;10.17.20 klo 10.00.00 ip.;5.565;;;;;
802;10.17.20 klo 11.00.00 ip.;5.514;;;;;
803;10.18.20 klo 12.00.00 ap.;5.462;;;;;
804;10.18.20 klo 01.00.00 ap.;5.411;;;;;
805;10.18.20 klo 02.00.00 ap.;5.385;;;;;
806;10.18.20 klo 03.00.00 ap.;5.334;;;;;
807;10.18.20 klo 04.00.00 ap.;5.282;;;;;
808;10.18.20 klo 05.00.00 ap.;5.257;;;;;
809;10.18.20 klo 06.00.00 ap.;5.231;;;;;
810;10.18.20 klo 07.00.00 ap.;5.205;;;;;
811;10.18.20 klo 08.00.00 ap.;5.154;;;;;
812;10.18.20 klo 09.00.00 ap.;5.128;;;;;
813;10.18.20 klo 10.00.00 ap.;5.102;;;;;
814;10.18.20 klo 11.00.00 ap.;5.102;;;;;
815;10.18.20 klo 12.00.00 ip.;5.154;;;;;
816;10.18.20 klo 01.00.00 ip.;5.205;;;;;
817;10.18.20 klo 02.00.00 ip.;5.282;;;;;
818;10.18.20 klo 03.00.00 ip.;5.334;;;;;
819;10.18.20 klo 04.00.00 ip.;5.308;;;;;
820;10.18.20 klo 05.00.00 ip.;5.282;;;;;
821;10.18.20 klo 06.00.00 ip.;5.257;;;;;
822;10.18.20 klo 07.00.00 ip.;5.231;;;;;
823;10.18.20 klo 08.00.00 ip.;5.231;;;;;
824;10.18.20 klo 09.00.00 ip.;5.231;;;;;
825;10.18.20 klo 10.00.00 ip.;5.205;;;;;
826;10.18.20 klo 11.00.00 ip.;5.179;;;;;
827;10.19.20 klo 12.00.00 ap.;5.179;;;;;
828;10.19.20 klo 01.00.00 ap.;5.154;;;;;
829;10.19.20 klo 02.00.00 ap.;5.102;;;;;
830;10.19.20 klo 03.00.00 ap.;5.076;;;;;
831;10.19.20 klo 04.00.00 ap.;5.076;;;;;
832;10.19.20 klo 05.00.00 ap.;5.050;;;;;
833;10.19.20 klo 06.00.00 ap.;5.050;;;;;
834;10.19.20 klo 07.00.00 ap.;5.050;;;;;
835;10.19.20 klo 08.00.00 ap.;5.076;;;;;
836;10.19.20 klo 09.00.00 ap.;5.076;;;;;
837;10.19.20 klo 10.00.00 ap.;5.050;;;;;
838;10.19.20 klo 11.00.00 ap.;5.050;;;;;
839;10.19.20 klo 12.00.00 ip.;5.179;;;;;
840;10.19.20 klo 01.00.00 ip.;5.257;;;;;
841;10.19.20 klo 02.00.00 ip.;5.360;;;;;
842;10.19.20 klo 03.00.00 ip.;5.437;;;;;
843;10.19.20 klo 04.00.00 ip.;5.488;;;;;
844;10.19.20 klo 05.00.00 ip.;5.488;;;;;
845;10.19.20 klo 06.00.00 ip.;5.488;;;;;
846;10.19.20 klo 07.00.00 ip.;5.462;;;;;
847;10.19.20 klo 08.00.00 ip.;5.462;;;;;
848;10.19.20 klo 09.00.00 ip.;5.462;;;;;
849;10.19.20 klo 10.00.00 ip.;5.488;;;;;
850;10.19.20 klo 11.00.00 ip.;5.514;;;;;
851;10.20.20 klo 12.00.00 ap.;5.514;;;;;
852;10.20.20 klo 01.00.00 ap.;5.514;;;;;
853;10.20.20 klo 02.00.00 ap.;5.539;;;;;
854;10.20.20 klo 03.00.00 ap.;5.514;;;;;
855;10.20.20 klo 04.00.00 ap.;5.462;;;;;
856;10.20.20 klo 05.00.00 ap.;5.411;;;;;
857;10.20.20 klo 06.00.00 ap.;5.385;;;;;
858;10.20.20 klo 07.00.00 ap.;5.360;;;;;
859;10.20.20 klo 08.00.00 ap.;5.334;;;;;
860;10.20.20 klo 09.00.00 ap.;5.360;;;;;
861;10.20.20 klo 10.00.00 ap.;5.385;;;;;
862;10.20.20 klo 11.00.00 ap.;5.437;;;;;
863;10.20.20 klo 12.00.00 ip.;5.488;;;;;
864;10.20.20 klo 01.00.00 ip.;5.565;;;;;
865;10.20.20 klo 02.00.00 ip.;5.591;;;;;
866;10.20.20 klo 03.00.00 ip.;5.591;;;;;
867;10.20.20 klo 04.00.00 ip.;5.565;;;;;
868;10.20.20 klo 05.00.00 ip.;5.514;;;;;
869;10.20.20 klo 06.00.00 ip.;5.462;;;;;
870;10.20.20 klo 07.00.00 ip.;5.411;;;;;
871;10.20.20 klo 08.00.00 ip.;5.308;;;;;
872;10.20.20 klo 09.00.00 ip.;5.231;;;;;
873;10.20.20 klo 10.00.00 ip.;5.154;;;;;
874;10.20.20 klo 11.00.00 ip.;5.102;;;;;
875;10.21.20 klo 12.00.00 ap.;5.024;;;;;
876;10.21.20 klo 01.00.00 ap.;4.999;;;;;
877;10.21.20 klo 02.00.00 ap.;4.999;;;;;
878;10.21.20 klo 03.00.00 ap.;4.973;;;;;
879;10.21.20 klo 04.00.00 ap.;4.947;;;;;
880;10.21.20 klo 05.00.00 ap.;4.921;;;;;
881;10.21.20 klo 06.00.00 ap.;4.921;;;;;
882;10.21.20 klo 07.00.00 ap.;4.921;;;;;
883;10.21.20 klo 08.00.00 ap.;4.869;;;;;
884;10.21.20 klo 09.00.00 ap.;4.844;;;;;
885;10.21.20 klo 10.00.00 ap.;4.792;;;;;
886;10.21.20 klo 11.00.00 ap.;4.792;;;;;
887;10.21.20 klo 12.00.00 ip.;4.818;;;;;
888;10.21.20 klo 01.00.00 ip.;4.895;;;;;
889;10.21.20 klo 02.00.00 ip.;4.921;;;;;
890;10.21.20 klo 03.00.00 ip.;4.869;;;;;
891;10.21.20 klo 04.00.00 ip.;4.818;;;;;
892;10.21.20 klo 05.00.00 ip.;4.766;;;;;
893;10.21.20 klo 06.00.00 ip.;4.688;;;;;
894;10.21.20 klo 07.00.00 ip.;4.662;;;;;
895;10.21.20 klo 08.00.00 ip.;4.636;;;;;
896;10.21.20 klo 09.00.00 ip.;4.636;;;;;
897;10.21.20 klo 10.00.00 ip.;4.636;;;;;
898;10.21.20 klo 11.00.00 ip.;4.636;;;;;
899;10.22.20 klo 12.00.00 ap.;4.636;;;;;
900;10.22.20 klo 01.00.00 ap.;4.610;;;;;
901;10.22.20 klo 02.00.00 ap.;4.558;;;;;
902;10.22.20 klo 03.00.00 ap.;4.532;;;;;
903;10.22.20 klo 04.00.00 ap.;4.532;;;;;
904;10.22.20 klo 05.00.00 ap.;4.506;;;;;
905;10.22.20 klo 06.00.00 ap.;4.506;;;;;
