Plot Title: Utsjoki 2020-2021;;;;;;;
#;Date Time, GMT+03:00;Temp, °C (LGR S/N: 10754832, SEN S/N: 10754832);Coupler Detached (LGR S/N: 10754832);Coupler Attached (LGR S/N: 10754832);Host Connected (LGR S/N: 10754832);Stopped (LGR S/N: 10754832);End Of File (LGR S/N: 10754832)
4374;03.15.21 klo 07.00.00 ip.;0.024;;;;;
4375;03.15.21 klo 08.00.00 ip.;0.024;;;;;
4376;03.15.21 klo 09.00.00 ip.;0.024;;;;;
4377;03.15.21 klo 10.00.00 ip.;0.024;;;;;
4378;03.15.21 klo 11.00.00 ip.;0.024;;;;;
4379;03.16.21 klo 12.00.00 ap.;0.024;;;;;
4380;03.16.21 klo 01.00.00 ap.;0.024;;;;;
4381;03.16.21 klo 02.00.00 ap.;0.024;;;;;
4382;03.16.21 klo 03.00.00 ap.;0.024;;;;;
4383;03.16.21 klo 04.00.00 ap.;0.024;;;;;
4384;03.16.21 klo 05.00.00 ap.;0.024;;;;;
4385;03.16.21 klo 06.00.00 ap.;0.024;;;;;
4386;03.16.21 klo 07.00.00 ap.;0.024;;;;;
4387;03.16.21 klo 08.00.00 ap.;0.024;;;;;
4388;03.16.21 klo 09.00.00 ap.;0.024;;;;;
4389;03.16.21 klo 10.00.00 ap.;0.024;;;;;
4390;03.16.21 klo 11.00.00 ap.;0.024;;;;;
4391;03.16.21 klo 12.00.00 ip.;0.024;;;;;
4392;03.16.21 klo 01.00.00 ip.;0.024;;;;;
4393;03.16.21 klo 02.00.00 ip.;0.024;;;;;
4394;03.16.21 klo 03.00.00 ip.;0.024;;;;;
4395;03.16.21 klo 04.00.00 ip.;0.024;;;;;
4396;03.16.21 klo 05.00.00 ip.;0.024;;;;;
4397;03.16.21 klo 06.00.00 ip.;0.024;;;;;
4398;03.16.21 klo 07.00.00 ip.;0.024;;;;;
4399;03.16.21 klo 08.00.00 ip.;0.024;;;;;
4400;03.16.21 klo 09.00.00 ip.;0.024;;;;;
4401;03.16.21 klo 10.00.00 ip.;0.024;;;;;
4402;03.16.21 klo 11.00.00 ip.;0.024;;;;;
4403;03.17.21 klo 12.00.00 ap.;0.024;;;;;
4404;03.17.21 klo 01.00.00 ap.;0.024;;;;;
4405;03.17.21 klo 02.00.00 ap.;0.024;;;;;
4406;03.17.21 klo 03.00.00 ap.;0.024;;;;;
4407;03.17.21 klo 04.00.00 ap.;0.024;;;;;
4408;03.17.21 klo 05.00.00 ap.;0.024;;;;;
4409;03.17.21 klo 06.00.00 ap.;0.024;;;;;
4410;03.17.21 klo 07.00.00 ap.;0.024;;;;;
4411;03.17.21 klo 08.00.00 ap.;0.024;;;;;
4412;03.17.21 klo 09.00.00 ap.;0.024;;;;;
4413;03.17.21 klo 10.00.00 ap.;0.024;;;;;
4414;03.17.21 klo 11.00.00 ap.;0.024;;;;;
4415;03.17.21 klo 12.00.00 ip.;0.024;;;;;
4416;03.17.21 klo 01.00.00 ip.;0.024;;;;;
4417;03.17.21 klo 02.00.00 ip.;0.024;;;;;
4418;03.17.21 klo 03.00.00 ip.;0.024;;;;;
4419;03.17.21 klo 04.00.00 ip.;0.024;;;;;
4420;03.17.21 klo 05.00.00 ip.;0.024;;;;;
4421;03.17.21 klo 06.00.00 ip.;0.024;;;;;
4422;03.17.21 klo 07.00.00 ip.;0.024;;;;;
4423;03.17.21 klo 08.00.00 ip.;0.024;;;;;
4424;03.17.21 klo 09.00.00 ip.;0.024;;;;;
4425;03.17.21 klo 10.00.00 ip.;0.024;;;;;
4426;03.17.21 klo 11.00.00 ip.;0.024;;;;;
4427;03.18.21 klo 12.00.00 ap.;0.024;;;;;
4428;03.18.21 klo 01.00.00 ap.;0.024;;;;;
4429;03.18.21 klo 02.00.00 ap.;0.024;;;;;
4430;03.18.21 klo 03.00.00 ap.;0.024;;;;;
4431;03.18.21 klo 04.00.00 ap.;0.024;;;;;
4432;03.18.21 klo 05.00.00 ap.;0.024;;;;;
4433;03.18.21 klo 06.00.00 ap.;0.024;;;;;
4434;03.18.21 klo 07.00.00 ap.;0.024;;;;;
4435;03.18.21 klo 08.00.00 ap.;0.024;;;;;
4436;03.18.21 klo 09.00.00 ap.;0.024;;;;;
4437;03.18.21 klo 10.00.00 ap.;0.024;;;;;
4438;03.18.21 klo 11.00.00 ap.;0.024;;;;;
4439;03.18.21 klo 12.00.00 ip.;0.024;;;;;
4440;03.18.21 klo 01.00.00 ip.;0.024;;;;;
4441;03.18.21 klo 02.00.00 ip.;0.024;;;;;
4442;03.18.21 klo 03.00.00 ip.;0.024;;;;;
4443;03.18.21 klo 04.00.00 ip.;0.024;;;;;
4444;03.18.21 klo 05.00.00 ip.;0.024;;;;;
4445;03.18.21 klo 06.00.00 ip.;0.024;;;;;
4446;03.18.21 klo 07.00.00 ip.;0.024;;;;;
4447;03.18.21 klo 08.00.00 ip.;0.024;;;;;
4448;03.18.21 klo 09.00.00 ip.;0.024;;;;;
4449;03.18.21 klo 10.00.00 ip.;0.024;;;;;
4450;03.18.21 klo 11.00.00 ip.;0.024;;;;;
4451;03.19.21 klo 12.00.00 ap.;0.024;;;;;
4452;03.19.21 klo 01.00.00 ap.;0.024;;;;;
4453;03.19.21 klo 02.00.00 ap.;0.024;;;;;
4454;03.19.21 klo 03.00.00 ap.;0.024;;;;;
4455;03.19.21 klo 04.00.00 ap.;0.024;;;;;
4456;03.19.21 klo 05.00.00 ap.;0.024;;;;;
4457;03.19.21 klo 06.00.00 ap.;0.024;;;;;
4458;03.19.21 klo 07.00.00 ap.;0.024;;;;;
4459;03.19.21 klo 08.00.00 ap.;0.024;;;;;
4460;03.19.21 klo 09.00.00 ap.;0.024;;;;;
4461;03.19.21 klo 10.00.00 ap.;0.024;;;;;
4462;03.19.21 klo 11.00.00 ap.;0.024;;;;;
4463;03.19.21 klo 12.00.00 ip.;0.024;;;;;
4464;03.19.21 klo 01.00.00 ip.;0.024;;;;;
4465;03.19.21 klo 02.00.00 ip.;0.024;;;;;
4466;03.19.21 klo 03.00.00 ip.;0.024;;;;;
4467;03.19.21 klo 04.00.00 ip.;0.024;;;;;
4468;03.19.21 klo 05.00.00 ip.;0.024;;;;;
4469;03.19.21 klo 06.00.00 ip.;0.024;;;;;
4470;03.19.21 klo 07.00.00 ip.;0.024;;;;;
4471;03.19.21 klo 08.00.00 ip.;0.024;;;;;
4472;03.19.21 klo 09.00.00 ip.;0.024;;;;;
4473;03.19.21 klo 10.00.00 ip.;0.024;;;;;
4474;03.19.21 klo 11.00.00 ip.;0.024;;;;;
4475;03.20.21 klo 12.00.00 ap.;0.024;;;;;
4476;03.20.21 klo 01.00.00 ap.;0.024;;;;;
4477;03.20.21 klo 02.00.00 ap.;0.024;;;;;
4478;03.20.21 klo 03.00.00 ap.;0.024;;;;;
4479;03.20.21 klo 04.00.00 ap.;0.024;;;;;
4480;03.20.21 klo 05.00.00 ap.;0.024;;;;;
4481;03.20.21 klo 06.00.00 ap.;0.024;;;;;
4482;03.20.21 klo 07.00.00 ap.;0.024;;;;;
4483;03.20.21 klo 08.00.00 ap.;0.024;;;;;
4484;03.20.21 klo 09.00.00 ap.;0.024;;;;;
4485;03.20.21 klo 10.00.00 ap.;0.024;;;;;
4486;03.20.21 klo 11.00.00 ap.;0.024;;;;;
4487;03.20.21 klo 12.00.00 ip.;0.051;;;;;
4488;03.20.21 klo 01.00.00 ip.;0.024;;;;;
4489;03.20.21 klo 02.00.00 ip.;0.051;;;;;
4490;03.20.21 klo 03.00.00 ip.;0.051;;;;;
4491;03.20.21 klo 04.00.00 ip.;0.024;;;;;
4492;03.20.21 klo 05.00.00 ip.;0.024;;;;;
4493;03.20.21 klo 06.00.00 ip.;0.024;;;;;
4494;03.20.21 klo 07.00.00 ip.;0.024;;;;;
4495;03.20.21 klo 08.00.00 ip.;0.024;;;;;
4496;03.20.21 klo 09.00.00 ip.;0.024;;;;;
4497;03.20.21 klo 10.00.00 ip.;0.024;;;;;
4498;03.20.21 klo 11.00.00 ip.;0.024;;;;;
4499;03.21.21 klo 12.00.00 ap.;0.024;;;;;
4500;03.21.21 klo 01.00.00 ap.;0.024;;;;;
4501;03.21.21 klo 02.00.00 ap.;0.024;;;;;
4502;03.21.21 klo 03.00.00 ap.;0.024;;;;;
4503;03.21.21 klo 04.00.00 ap.;0.024;;;;;
4504;03.21.21 klo 05.00.00 ap.;0.024;;;;;
4505;03.21.21 klo 06.00.00 ap.;0.024;;;;;
4506;03.21.21 klo 07.00.00 ap.;0.024;;;;;
4507;03.21.21 klo 08.00.00 ap.;0.024;;;;;
4508;03.21.21 klo 09.00.00 ap.;0.024;;;;;
4509;03.21.21 klo 10.00.00 ap.;0.024;;;;;
4510;03.21.21 klo 11.00.00 ap.;0.024;;;;;
4511;03.21.21 klo 12.00.00 ip.;0.024;;;;;
4512;03.21.21 klo 01.00.00 ip.;0.024;;;;;
4513;03.21.21 klo 02.00.00 ip.;0.024;;;;;
4514;03.21.21 klo 03.00.00 ip.;0.024;;;;;
4515;03.21.21 klo 04.00.00 ip.;0.024;;;;;
4516;03.21.21 klo 05.00.00 ip.;0.024;;;;;
4517;03.21.21 klo 06.00.00 ip.;0.024;;;;;
4518;03.21.21 klo 07.00.00 ip.;0.024;;;;;
4519;03.21.21 klo 08.00.00 ip.;0.024;;;;;
4520;03.21.21 klo 09.00.00 ip.;0.024;;;;;
4521;03.21.21 klo 10.00.00 ip.;0.024;;;;;
4522;03.21.21 klo 11.00.00 ip.;0.024;;;;;
4523;03.22.21 klo 12.00.00 ap.;0.024;;;;;
4524;03.22.21 klo 01.00.00 ap.;0.024;;;;;
4525;03.22.21 klo 02.00.00 ap.;0.024;;;;;
4526;03.22.21 klo 03.00.00 ap.;0.024;;;;;
4527;03.22.21 klo 04.00.00 ap.;0.024;;;;;
4528;03.22.21 klo 05.00.00 ap.;0.024;;;;;
4529;03.22.21 klo 06.00.00 ap.;0.024;;;;;
4530;03.22.21 klo 07.00.00 ap.;0.024;;;;;
4531;03.22.21 klo 08.00.00 ap.;0.024;;;;;
4532;03.22.21 klo 09.00.00 ap.;0.024;;;;;
4533;03.22.21 klo 10.00.00 ap.;0.024;;;;;
4534;03.22.21 klo 11.00.00 ap.;0.024;;;;;
4535;03.22.21 klo 12.00.00 ip.;0.024;;;;;
4536;03.22.21 klo 01.00.00 ip.;0.051;;;;;
4537;03.22.21 klo 02.00.00 ip.;0.051;;;;;
4538;03.22.21 klo 03.00.00 ip.;0.024;;;;;
4539;03.22.21 klo 04.00.00 ip.;0.024;;;;;
4540;03.22.21 klo 05.00.00 ip.;0.024;;;;;
4541;03.22.21 klo 06.00.00 ip.;0.024;;;;;
4542;03.22.21 klo 07.00.00 ip.;0.024;;;;;
4543;03.22.21 klo 08.00.00 ip.;0.024;;;;;
4544;03.22.21 klo 09.00.00 ip.;0.024;;;;;
4545;03.22.21 klo 10.00.00 ip.;0.024;;;;;
4546;03.22.21 klo 11.00.00 ip.;0.024;;;;;
4547;03.23.21 klo 12.00.00 ap.;0.024;;;;;
4548;03.23.21 klo 01.00.00 ap.;0.024;;;;;
4549;03.23.21 klo 02.00.00 ap.;0.024;;;;;
4550;03.23.21 klo 03.00.00 ap.;0.024;;;;;
4551;03.23.21 klo 04.00.00 ap.;0.024;;;;;
4552;03.23.21 klo 05.00.00 ap.;0.024;;;;;
4553;03.23.21 klo 06.00.00 ap.;0.024;;;;;
4554;03.23.21 klo 07.00.00 ap.;0.024;;;;;
4555;03.23.21 klo 08.00.00 ap.;0.024;;;;;
4556;03.23.21 klo 09.00.00 ap.;0.024;;;;;
4557;03.23.21 klo 10.00.00 ap.;0.024;;;;;
4558;03.23.21 klo 11.00.00 ap.;0.024;;;;;
4559;03.23.21 klo 12.00.00 ip.;0.024;;;;;
4560;03.23.21 klo 01.00.00 ip.;0.024;;;;;
4561;03.23.21 klo 02.00.00 ip.;0.024;;;;;
4562;03.23.21 klo 03.00.00 ip.;0.024;;;;;
4563;03.23.21 klo 04.00.00 ip.;0.024;;;;;
4564;03.23.21 klo 05.00.00 ip.;0.024;;;;;
4565;03.23.21 klo 06.00.00 ip.;0.024;;;;;
4566;03.23.21 klo 07.00.00 ip.;0.024;;;;;
4567;03.23.21 klo 08.00.00 ip.;0.024;;;;;
4568;03.23.21 klo 09.00.00 ip.;0.024;;;;;
4569;03.23.21 klo 10.00.00 ip.;0.024;;;;;
4570;03.23.21 klo 11.00.00 ip.;0.024;;;;;
4571;03.24.21 klo 12.00.00 ap.;0.024;;;;;
4572;03.24.21 klo 01.00.00 ap.;0.024;;;;;
4573;03.24.21 klo 02.00.00 ap.;0.024;;;;;
4574;03.24.21 klo 03.00.00 ap.;0.024;;;;;
4575;03.24.21 klo 04.00.00 ap.;0.024;;;;;
4576;03.24.21 klo 05.00.00 ap.;0.024;;;;;
4577;03.24.21 klo 06.00.00 ap.;0.024;;;;;
4578;03.24.21 klo 07.00.00 ap.;0.024;;;;;
4579;03.24.21 klo 08.00.00 ap.;0.024;;;;;
4580;03.24.21 klo 09.00.00 ap.;0.024;;;;;
4581;03.24.21 klo 10.00.00 ap.;0.024;;;;;
4582;03.24.21 klo 11.00.00 ap.;0.024;;;;;
4583;03.24.21 klo 12.00.00 ip.;0.024;;;;;
4584;03.24.21 klo 01.00.00 ip.;0.024;;;;;
4585;03.24.21 klo 02.00.00 ip.;0.024;;;;;
4586;03.24.21 klo 03.00.00 ip.;0.024;;;;;
4587;03.24.21 klo 04.00.00 ip.;0.024;;;;;
4588;03.24.21 klo 05.00.00 ip.;0.024;;;;;
4589;03.24.21 klo 06.00.00 ip.;0.024;;;;;
4590;03.24.21 klo 07.00.00 ip.;0.024;;;;;
4591;03.24.21 klo 08.00.00 ip.;0.024;;;;;
4592;03.24.21 klo 09.00.00 ip.;0.024;;;;;
4593;03.24.21 klo 10.00.00 ip.;0.024;;;;;
4594;03.24.21 klo 11.00.00 ip.;0.024;;;;;
4595;03.25.21 klo 12.00.00 ap.;0.024;;;;;
4596;03.25.21 klo 01.00.00 ap.;0.024;;;;;
4597;03.25.21 klo 02.00.00 ap.;0.024;;;;;
4598;03.25.21 klo 03.00.00 ap.;0.024;;;;;
4599;03.25.21 klo 04.00.00 ap.;0.024;;;;;
4600;03.25.21 klo 05.00.00 ap.;0.024;;;;;
4601;03.25.21 klo 06.00.00 ap.;0.024;;;;;
4602;03.25.21 klo 07.00.00 ap.;0.024;;;;;
4603;03.25.21 klo 08.00.00 ap.;0.024;;;;;
4604;03.25.21 klo 09.00.00 ap.;0.024;;;;;
4605;03.25.21 klo 10.00.00 ap.;0.024;;;;;
4606;03.25.21 klo 11.00.00 ap.;0.024;;;;;
4607;03.25.21 klo 12.00.00 ip.;0.024;;;;;
4608;03.25.21 klo 01.00.00 ip.;0.024;;;;;
4609;03.25.21 klo 02.00.00 ip.;0.051;;;;;
4610;03.25.21 klo 03.00.00 ip.;0.051;;;;;
4611;03.25.21 klo 04.00.00 ip.;0.024;;;;;
4612;03.25.21 klo 05.00.00 ip.;0.024;;;;;
4613;03.25.21 klo 06.00.00 ip.;0.024;;;;;
4614;03.25.21 klo 07.00.00 ip.;0.024;;;;;
4615;03.25.21 klo 08.00.00 ip.;0.024;;;;;
4616;03.25.21 klo 09.00.00 ip.;0.024;;;;;
4617;03.25.21 klo 10.00.00 ip.;0.024;;;;;
4618;03.25.21 klo 11.00.00 ip.;0.024;;;;;
4619;03.26.21 klo 12.00.00 ap.;0.024;;;;;
4620;03.26.21 klo 01.00.00 ap.;0.024;;;;;
4621;03.26.21 klo 02.00.00 ap.;0.024;;;;;
4622;03.26.21 klo 03.00.00 ap.;0.024;;;;;
4623;03.26.21 klo 04.00.00 ap.;0.024;;;;;
4624;03.26.21 klo 05.00.00 ap.;0.024;;;;;
4625;03.26.21 klo 06.00.00 ap.;0.024;;;;;
4626;03.26.21 klo 07.00.00 ap.;0.024;;;;;
4627;03.26.21 klo 08.00.00 ap.;0.024;;;;;
4628;03.26.21 klo 09.00.00 ap.;0.024;;;;;
4629;03.26.21 klo 10.00.00 ap.;0.024;;;;;
4630;03.26.21 klo 11.00.00 ap.;0.024;;;;;
4631;03.26.21 klo 12.00.00 ip.;0.051;;;;;
4632;03.26.21 klo 01.00.00 ip.;0.051;;;;;
4633;03.26.21 klo 02.00.00 ip.;0.051;;;;;
4634;03.26.21 klo 03.00.00 ip.;0.051;;;;;
4635;03.26.21 klo 04.00.00 ip.;0.024;;;;;
4636;03.26.21 klo 05.00.00 ip.;0.024;;;;;
4637;03.26.21 klo 06.00.00 ip.;0.024;;;;;
4638;03.26.21 klo 07.00.00 ip.;0.024;;;;;
4639;03.26.21 klo 08.00.00 ip.;0.024;;;;;
4640;03.26.21 klo 09.00.00 ip.;0.024;;;;;
4641;03.26.21 klo 10.00.00 ip.;0.024;;;;;
4642;03.26.21 klo 11.00.00 ip.;0.024;;;;;
4643;03.27.21 klo 12.00.00 ap.;0.024;;;;;
4644;03.27.21 klo 01.00.00 ap.;0.024;;;;;
4645;03.27.21 klo 02.00.00 ap.;0.024;;;;;
4646;03.27.21 klo 03.00.00 ap.;0.024;;;;;
4647;03.27.21 klo 04.00.00 ap.;0.024;;;;;
4648;03.27.21 klo 05.00.00 ap.;0.024;;;;;
4649;03.27.21 klo 06.00.00 ap.;0.024;;;;;
4650;03.27.21 klo 07.00.00 ap.;0.024;;;;;
4651;03.27.21 klo 08.00.00 ap.;0.024;;;;;
4652;03.27.21 klo 09.00.00 ap.;0.024;;;;;
4653;03.27.21 klo 10.00.00 ap.;0.024;;;;;
4654;03.27.21 klo 11.00.00 ap.;0.024;;;;;
4655;03.27.21 klo 12.00.00 ip.;0.024;;;;;
4656;03.27.21 klo 01.00.00 ip.;0.024;;;;;
4657;03.27.21 klo 02.00.00 ip.;0.024;;;;;
4658;03.27.21 klo 03.00.00 ip.;0.024;;;;;
4659;03.27.21 klo 04.00.00 ip.;0.051;;;;;
4660;03.27.21 klo 05.00.00 ip.;0.051;;;;;
4661;03.27.21 klo 06.00.00 ip.;0.024;;;;;
4662;03.27.21 klo 07.00.00 ip.;0.024;;;;;
4663;03.27.21 klo 08.00.00 ip.;0.024;;;;;
4664;03.27.21 klo 09.00.00 ip.;0.024;;;;;
4665;03.27.21 klo 10.00.00 ip.;0.024;;;;;
4666;03.27.21 klo 11.00.00 ip.;0.024;;;;;
4667;03.28.21 klo 12.00.00 ap.;0.024;;;;;
4668;03.28.21 klo 01.00.00 ap.;0.024;;;;;
4669;03.28.21 klo 02.00.00 ap.;0.024;;;;;
4670;03.28.21 klo 03.00.00 ap.;0.024;;;;;
4671;03.28.21 klo 04.00.00 ap.;0.024;;;;;
4672;03.28.21 klo 05.00.00 ap.;0.024;;;;;
4673;03.28.21 klo 06.00.00 ap.;0.024;;;;;
4674;03.28.21 klo 07.00.00 ap.;0.024;;;;;
4675;03.28.21 klo 08.00.00 ap.;0.024;;;;;
4676;03.28.21 klo 09.00.00 ap.;0.024;;;;;
4677;03.28.21 klo 10.00.00 ap.;0.024;;;;;
4678;03.28.21 klo 11.00.00 ap.;0.051;;;;;
4679;03.28.21 klo 12.00.00 ip.;0.079;;;;;
4680;03.28.21 klo 01.00.00 ip.;0.079;;;;;
4681;03.28.21 klo 02.00.00 ip.;0.079;;;;;
4682;03.28.21 klo 03.00.00 ip.;0.079;;;;;
4683;03.28.21 klo 04.00.00 ip.;0.079;;;;;
4684;03.28.21 klo 05.00.00 ip.;0.051;;;;;
4685;03.28.21 klo 06.00.00 ip.;0.051;;;;;
4686;03.28.21 klo 07.00.00 ip.;0.024;;;;;
4687;03.28.21 klo 08.00.00 ip.;0.024;;;;;
4688;03.28.21 klo 09.00.00 ip.;0.024;;;;;
4689;03.28.21 klo 10.00.00 ip.;0.024;;;;;
4690;03.28.21 klo 11.00.00 ip.;0.024;;;;;
4691;03.29.21 klo 12.00.00 ap.;0.024;;;;;
4692;03.29.21 klo 01.00.00 ap.;0.024;;;;;
4693;03.29.21 klo 02.00.00 ap.;0.024;;;;;
4694;03.29.21 klo 03.00.00 ap.;0.024;;;;;
4695;03.29.21 klo 04.00.00 ap.;0.024;;;;;
4696;03.29.21 klo 05.00.00 ap.;0.024;;;;;
4697;03.29.21 klo 06.00.00 ap.;0.024;;;;;
4698;03.29.21 klo 07.00.00 ap.;0.024;;;;;
4699;03.29.21 klo 08.00.00 ap.;0.024;;;;;
4700;03.29.21 klo 09.00.00 ap.;0.024;;;;;
4701;03.29.21 klo 10.00.00 ap.;0.051;;;;;
4702;03.29.21 klo 11.00.00 ap.;0.079;;;;;
4703;03.29.21 klo 12.00.00 ip.;0.079;;;;;
4704;03.29.21 klo 01.00.00 ip.;0.079;;;;;
4705;03.29.21 klo 02.00.00 ip.;0.079;;;;;
4706;03.29.21 klo 03.00.00 ip.;0.051;;;;;
4707;03.29.21 klo 04.00.00 ip.;0.079;;;;;
4708;03.29.21 klo 05.00.00 ip.;0.051;;;;;
4709;03.29.21 klo 06.00.00 ip.;0.051;;;;;
4710;03.29.21 klo 07.00.00 ip.;0.024;;;;;
4711;03.29.21 klo 08.00.00 ip.;0.024;;;;;
4712;03.29.21 klo 09.00.00 ip.;0.024;;;;;
4713;03.29.21 klo 10.00.00 ip.;0.024;;;;;
4714;03.29.21 klo 11.00.00 ip.;0.024;;;;;
4715;03.30.21 klo 12.00.00 ap.;0.024;;;;;
4716;03.30.21 klo 01.00.00 ap.;0.024;;;;;
4717;03.30.21 klo 02.00.00 ap.;0.024;;;;;
4718;03.30.21 klo 03.00.00 ap.;0.024;;;;;
4719;03.30.21 klo 04.00.00 ap.;0.024;;;;;
4720;03.30.21 klo 05.00.00 ap.;0.024;;;;;
4721;03.30.21 klo 06.00.00 ap.;0.024;;;;;
4722;03.30.21 klo 07.00.00 ap.;0.024;;;;;
4723;03.30.21 klo 08.00.00 ap.;0.024;;;;;
4724;03.30.21 klo 09.00.00 ap.;0.024;;;;;
4725;03.30.21 klo 10.00.00 ap.;0.051;;;;;
4726;03.30.21 klo 11.00.00 ap.;0.051;;;;;
4727;03.30.21 klo 12.00.00 ip.;0.051;;;;;
4728;03.30.21 klo 01.00.00 ip.;0.051;;;;;
4729;03.30.21 klo 02.00.00 ip.;0.051;;;;;
4730;03.30.21 klo 03.00.00 ip.;0.051;;;;;
4731;03.30.21 klo 04.00.00 ip.;0.051;;;;;
4732;03.30.21 klo 05.00.00 ip.;0.051;;;;;
4733;03.30.21 klo 06.00.00 ip.;0.051;;;;;
4734;03.30.21 klo 07.00.00 ip.;0.051;;;;;
4735;03.30.21 klo 08.00.00 ip.;0.024;;;;;
4736;03.30.21 klo 09.00.00 ip.;0.024;;;;;
4737;03.30.21 klo 10.00.00 ip.;0.024;;;;;
4738;03.30.21 klo 11.00.00 ip.;0.024;;;;;
4739;03.31.21 klo 12.00.00 ap.;0.024;;;;;
4740;03.31.21 klo 01.00.00 ap.;0.024;;;;;
4741;03.31.21 klo 02.00.00 ap.;0.024;;;;;
4742;03.31.21 klo 03.00.00 ap.;0.024;;;;;
4743;03.31.21 klo 04.00.00 ap.;0.024;;;;;
4744;03.31.21 klo 05.00.00 ap.;0.024;;;;;
4745;03.31.21 klo 06.00.00 ap.;0.024;;;;;
4746;03.31.21 klo 07.00.00 ap.;0.024;;;;;
4747;03.31.21 klo 08.00.00 ap.;0.024;;;;;
4748;03.31.21 klo 09.00.00 ap.;0.051;;;;;
4749;03.31.21 klo 10.00.00 ap.;0.051;;;;;
4750;03.31.21 klo 11.00.00 ap.;0.051;;;;;
4751;03.31.21 klo 12.00.00 ip.;0.051;;;;;
4752;03.31.21 klo 01.00.00 ip.;0.079;;;;;
4753;03.31.21 klo 02.00.00 ip.;0.079;;;;;
4754;03.31.21 klo 03.00.00 ip.;0.051;;;;;
4755;03.31.21 klo 04.00.00 ip.;0.051;;;;;
4756;03.31.21 klo 05.00.00 ip.;0.051;;;;;
4757;03.31.21 klo 06.00.00 ip.;0.051;;;;;
4758;03.31.21 klo 07.00.00 ip.;0.051;;;;;
4759;03.31.21 klo 08.00.00 ip.;0.024;;;;;
4760;03.31.21 klo 09.00.00 ip.;0.024;;;;;
4761;03.31.21 klo 10.00.00 ip.;0.024;;;;;
4762;03.31.21 klo 11.00.00 ip.;0.024;;;;;
4763;04.01.21 klo 12.00.00 ap.;0.024;;;;;
4764;04.01.21 klo 01.00.00 ap.;0.024;;;;;
4765;04.01.21 klo 02.00.00 ap.;0.024;;;;;
4766;04.01.21 klo 03.00.00 ap.;0.024;;;;;
4767;04.01.21 klo 04.00.00 ap.;0.024;;;;;
4768;04.01.21 klo 05.00.00 ap.;0.024;;;;;
4769;04.01.21 klo 06.00.00 ap.;0.024;;;;;
4770;04.01.21 klo 07.00.00 ap.;0.024;;;;;
4771;04.01.21 klo 08.00.00 ap.;0.024;;;;;
4772;04.01.21 klo 09.00.00 ap.;0.024;;;;;
4773;04.01.21 klo 10.00.00 ap.;0.051;;;;;
4774;04.01.21 klo 11.00.00 ap.;0.051;;;;;
4775;04.01.21 klo 12.00.00 ip.;0.051;;;;;
4776;04.01.21 klo 01.00.00 ip.;0.051;;;;;
4777;04.01.21 klo 02.00.00 ip.;0.051;;;;;
4778;04.01.21 klo 03.00.00 ip.;0.051;;;;;
4779;04.01.21 klo 04.00.00 ip.;0.051;;;;;
4780;04.01.21 klo 05.00.00 ip.;0.051;;;;;
4781;04.01.21 klo 06.00.00 ip.;0.051;;;;;
4782;04.01.21 klo 07.00.00 ip.;0.051;;;;;
4783;04.01.21 klo 08.00.00 ip.;0.024;;;;;
4784;04.01.21 klo 09.00.00 ip.;0.024;;;;;
4785;04.01.21 klo 10.00.00 ip.;0.024;;;;;
4786;04.01.21 klo 11.00.00 ip.;0.024;;;;;
4787;04.02.21 klo 12.00.00 ap.;0.024;;;;;
4788;04.02.21 klo 01.00.00 ap.;0.024;;;;;
4789;04.02.21 klo 02.00.00 ap.;0.024;;;;;
4790;04.02.21 klo 03.00.00 ap.;0.024;;;;;
4791;04.02.21 klo 04.00.00 ap.;0.024;;;;;
4792;04.02.21 klo 05.00.00 ap.;0.024;;;;;
4793;04.02.21 klo 06.00.00 ap.;0.024;;;;;
4794;04.02.21 klo 07.00.00 ap.;0.024;;;;;
4795;04.02.21 klo 08.00.00 ap.;0.024;;;;;
4796;04.02.21 klo 09.00.00 ap.;0.051;;;;;
4797;04.02.21 klo 10.00.00 ap.;0.051;;;;;
4798;04.02.21 klo 11.00.00 ap.;0.051;;;;;
4799;04.02.21 klo 12.00.00 ip.;0.079;;;;;
4800;04.02.21 klo 01.00.00 ip.;0.079;;;;;
4801;04.02.21 klo 02.00.00 ip.;0.079;;;;;
4802;04.02.21 klo 03.00.00 ip.;0.079;;;;;
4803;04.02.21 klo 04.00.00 ip.;0.079;;;;;
4804;04.02.21 klo 05.00.00 ip.;0.079;;;;;
4805;04.02.21 klo 06.00.00 ip.;0.051;;;;;
4806;04.02.21 klo 07.00.00 ip.;0.051;;;;;
4807;04.02.21 klo 08.00.00 ip.;0.024;;;;;
4808;04.02.21 klo 09.00.00 ip.;0.024;;;;;
4809;04.02.21 klo 10.00.00 ip.;0.024;;;;;
4810;04.02.21 klo 11.00.00 ip.;0.024;;;;;
4811;04.03.21 klo 12.00.00 ap.;0.024;;;;;
4812;04.03.21 klo 01.00.00 ap.;0.024;;;;;
4813;04.03.21 klo 02.00.00 ap.;0.024;;;;;
4814;04.03.21 klo 03.00.00 ap.;0.024;;;;;
4815;04.03.21 klo 04.00.00 ap.;0.024;;;;;
4816;04.03.21 klo 05.00.00 ap.;0.024;;;;;
4817;04.03.21 klo 06.00.00 ap.;0.024;;;;;
4818;04.03.21 klo 07.00.00 ap.;0.024;;;;;
4819;04.03.21 klo 08.00.00 ap.;0.051;;;;;
